focal.species,plot,subplot,treatment,neighbour.species,neighbour.abundance,notes
Hyalosperma glutinosum,8,2,C,Cuscuta campestris,1,on focal
Hyalosperma glutinosum,8,2,C,Hyalosperma glutinosum,3,
Hyalosperma glutinosum,8,2,C,Medicago minima,1,
Hyalosperma glutinosum,8,2,C,Pentameris airoides,3,
Hyalosperma glutinosum,8,2,C,Plantago debilis,1,
Hyalosperma glutinosum,8,2,C,Pogonolepis muelleriana,9,
Hyalosperma glutinosum,8,2,C,Ptilotus gaudichaudii,3,
Hyalosperma glutinosum,8,3,C,Arctotheca calendula,5,
Hyalosperma glutinosum,8,3,C,Calotis hispidula,1,
Hyalosperma glutinosum,8,3,C,Crassula sp,7,
Hyalosperma glutinosum,8,3,C,Goodenia pusilliflora,1,
Hyalosperma glutinosum,8,3,C,Hyalosperma glutinosum,9,
Hyalosperma glutinosum,8,3,C,Medicago minima,1,
Hyalosperma glutinosum,8,3,C,Pentameris airoides,1,
Hyalosperma glutinosum,8,3,C,Plantago debilis,3,
Hyalosperma glutinosum,8,3,C,Pogonolepis muelleriana,20,
Hyalosperma glutinosum,9,1,C,Cuscuta campestris,1,on focal
Hyalosperma glutinosum,9,1,C,Hyalosperma glutinosum,6,
Hyalosperma glutinosum,9,1,C,Pogonolepis muelleriana,8,
Hyalosperma glutinosum,9,1,C,Velleia rosea,5,
Hyalosperma glutinosum,9,1,C,Waitzia acuminata,1,
Hyalosperma glutinosum,9,2,C,Arctotheca calendula,1,
Hyalosperma glutinosum,9,2,C,Crassula sp,3,
Hyalosperma glutinosum,9,2,C,Cuscuta campestris,1,on focal
Hyalosperma glutinosum,9,2,C,Goodenia pusilliflora,1,
Hyalosperma glutinosum,9,2,C,Hyalosperma glutinosum,10,
Hyalosperma glutinosum,9,2,C,Plantago debilis,7,
Hyalosperma glutinosum,9,2,C,Pogonolepis muelleriana,13,
Hyalosperma glutinosum,9,2,C,Ptilotus gaudichaudii,1,
Hyalosperma glutinosum,9,2,C,Velleia rosea,2,
Hyalosperma glutinosum,9,3,C,Arctotheca calendula,4,
Hyalosperma glutinosum,9,3,C,Cuscuta campestris,1,on focal
Hyalosperma glutinosum,9,3,C,Goodenia pusilliflora,1,
Hyalosperma glutinosum,9,3,C,Hyalosperma glutinosum,4,
Hyalosperma glutinosum,9,3,C,Plantago debilis,13,
Hyalosperma glutinosum,9,3,C,Pogonolepis muelleriana,12,
Hyalosperma glutinosum,9,3,C,Velleia rosea,1,
Hyalosperma glutinosum,10,1,C,NA,NA,missing
Hyalosperma glutinosum,10,2,C,Calandrinia sp,1,
Hyalosperma glutinosum,10,2,C,Crassula sp,7,
Hyalosperma glutinosum,10,2,C,Cuscuta campestris,1,on focal
Hyalosperma glutinosum,10,2,C,Goodenia pusilliflora,2,
Hyalosperma glutinosum,10,2,C,Hyalosperma glutinosum,1,
Hyalosperma glutinosum,10,2,C,Podolepis canescens,1,
Hyalosperma glutinosum,10,2,C,Pogonolepis muelleriana,4,
Hyalosperma glutinosum,10,2,C,Velleia rosea,2,
Hyalosperma glutinosum,10,3,C,Crassula sp,2,
Hyalosperma glutinosum,10,3,C,Cuscuta campestris,1,on focal
Hyalosperma glutinosum,10,3,C,Hyalosperma glutinosum,3,
Hyalosperma glutinosum,10,3,C,Medicago minima,1,
Hyalosperma glutinosum,10,3,C,Pentameris airoides,1,
Hyalosperma glutinosum,10,3,C,Plantago debilis,6,
Hyalosperma glutinosum,10,3,C,Podolepis canescens,1,
Hyalosperma glutinosum,10,3,C,Pogonolepis muelleriana,8,
Hyalosperma glutinosum,10,3,C,Ptilotus gaudichaudii,2,
Hyalosperma glutinosum,10,3,C,Velleia rosea,1,
Hyalosperma glutinosum,11,1,C,Goodenia berardiana,3,
Hyalosperma glutinosum,11,1,C,Hyalosperma glutinosum,1,
Hyalosperma glutinosum,11,1,C,Podolepis canescens,2,
Hyalosperma glutinosum,11,1,C,Ptilotus gaudichaudii,1,
Hyalosperma glutinosum,11,1,C,Velleia rosea,7,
Hyalosperma glutinosum,11,2,C,Calandrinia sp,6,
Hyalosperma glutinosum,11,2,C,Calotis hispidula,7,
Hyalosperma glutinosum,11,2,C,Crassula sp,2,
Hyalosperma glutinosum,11,2,C,Goodenia berardiana,2,
Hyalosperma glutinosum,11,2,C,Medicago minima,1,
Hyalosperma glutinosum,11,3,C,Calandrinia sp,2,
Hyalosperma glutinosum,11,3,C,Goodenia berardiana,10,
Hyalosperma glutinosum,11,3,C,Ptilotus gaudichaudii,1,
Hyalosperma glutinosum,11,3,C,Trachymene cyanopetala,1,
Hyalosperma glutinosum,11,3,C,Velleia rosea,4,
Hyalosperma glutinosum,11,3,C,Waitzia acuminata,1,
Hyalosperma glutinosum,12,1,C,Crassula sp,11,
Hyalosperma glutinosum,12,1,C,Hyalosperma glutinosum,9,
Hyalosperma glutinosum,12,1,C,Podolepis canescens,3,
Hyalosperma glutinosum,12,1,C,unknown sp4 grass,4,GRASS sp. 2:04  31_8_2018
Hyalosperma glutinosum,12,1,C,Velleia rosea,9,
Hyalosperma glutinosum,12,2,C,Crassula sp,2,
Hyalosperma glutinosum,12,2,C,Hyalosperma glutinosum,11,
Hyalosperma glutinosum,12,2,C,unknown sp4 grass,3,GRASS sp. 2:04  31_8_2018
Hyalosperma glutinosum,12,2,C,Velleia rosea,6,
Hyalosperma glutinosum,12,3,C,Crassula sp,6,
Hyalosperma glutinosum,12,3,C,Hyalosperma glutinosum,7,
Hyalosperma glutinosum,12,3,C,Podolepis canescens,1,
Hyalosperma glutinosum,12,3,C,Ptilotus gaudichaudii,1,
Hyalosperma glutinosum,12,3,C,unknown sp4 grass,2,GRASS sp. 2:04  31_8_2018
Hyalosperma glutinosum,12,3,C,Velleia rosea,4,
Hyalosperma glutinosum,13,1,C,Crassula sp,1,
Hyalosperma glutinosum,13,1,C,Hyalosperma glutinosum,2,
Hyalosperma glutinosum,13,1,C,Plantago debilis,3,
Hyalosperma glutinosum,13,1,C,Podolepis canescens,1,
Hyalosperma glutinosum,13,1,C,unknown sp3,1,FLAT FERN
Hyalosperma glutinosum,13,1,C,Velleia rosea,15,
Hyalosperma glutinosum,13,2,C,Crassula sp,17,
Hyalosperma glutinosum,13,2,C,Hyalosperma glutinosum,10,
Hyalosperma glutinosum,13,2,C,Plantago debilis,5,
Hyalosperma glutinosum,13,2,C,Podolepis canescens,3,
Hyalosperma glutinosum,13,2,C,unknown sp3,1,FLAT FERN
Hyalosperma glutinosum,13,2,C,Velleia rosea,2,
Hyalosperma glutinosum,13,2,C,Waitzia acuminata,1,
Hyalosperma glutinosum,13,3,C,Calandrinia sp,1,
Hyalosperma glutinosum,13,3,C,Hyalosperma glutinosum,3,
Hyalosperma glutinosum,13,3,C,Plantago debilis,1,
Hyalosperma glutinosum,13,3,C,unknown sp3,1,FLAT FERN
Hyalosperma glutinosum,13,3,C,Velleia rosea,7,
Hyalosperma glutinosum,14,1,C,Crassula sp,3,
Hyalosperma glutinosum,14,1,C,Cuscuta campestris,1,on focal
Hyalosperma glutinosum,14,1,C,Hyalosperma glutinosum,9,
Hyalosperma glutinosum,14,1,C,Plantago debilis,2,
Hyalosperma glutinosum,14,1,C,Podolepis canescens,2,
Hyalosperma glutinosum,14,1,C,unknown sp3,1,FLAT FERN
Hyalosperma glutinosum,14,1,C,Velleia rosea,3,
Hyalosperma glutinosum,14,2,C,Crassula sp,5,
Hyalosperma glutinosum,14,2,C,Cuscuta campestris,1,on focal
Hyalosperma glutinosum,14,2,C,Haloragis odontocarpa,6,
Hyalosperma glutinosum,14,2,C,Hyalosperma glutinosum,9,
Hyalosperma glutinosum,14,2,C,Medicago minima,1,
Hyalosperma glutinosum,14,2,C,Medicago polymorpha,6,
Hyalosperma glutinosum,14,2,C,Plantago debilis,12,
Hyalosperma glutinosum,14,2,C,Pogonolepis muelleriana,2,
Hyalosperma glutinosum,14,2,C,Ptilotus gaudichaudii,2,
Hyalosperma glutinosum,14,3,C,Crassula sp,1,
Hyalosperma glutinosum,14,3,C,Hyalosperma glutinosum,16,
Hyalosperma glutinosum,14,3,C,Pentameris airoides,1,
Hyalosperma glutinosum,14,3,C,Plantago debilis,1,
Hyalosperma glutinosum,14,3,C,Podolepis canescens,1,
Hyalosperma glutinosum,14,3,C,Pogonolepis muelleriana,1,
Hyalosperma glutinosum,14,3,C,Velleia rosea,2,
Hyalosperma glutinosum,14,3,C,Waitzia acuminata,2,
Hyalosperma glutinosum,15,1,C,Cheilanthes austrotenuifolia,1,15%
Hyalosperma glutinosum,15,1,C,Chthonocephalus pseudevax,3,
Hyalosperma glutinosum,15,1,C,Crassula sp,14,
Hyalosperma glutinosum,15,1,C,Drosera sp,1,
Hyalosperma glutinosum,15,1,C,Hyalosperma glutinosum,1,
Hyalosperma glutinosum,15,1,C,Pentameris airoides,3,
Hyalosperma glutinosum,15,1,C,Pogonolepis muelleriana,22,
Hyalosperma glutinosum,15,1,C,Velleia rosea,8,
Hyalosperma glutinosum,15,2,C,Calandrinia sp,1,
Hyalosperma glutinosum,15,2,C,Cheilanthes austrotenuifolia,1,3%
Hyalosperma glutinosum,15,2,C,Chthonocephalus pseudevax,1,
Hyalosperma glutinosum,15,2,C,Crassula sp,11,
Hyalosperma glutinosum,15,2,C,Pentameris airoides,1,
Hyalosperma glutinosum,15,2,C,Podolepis canescens,1,
Hyalosperma glutinosum,15,2,C,Pogonolepis muelleriana,12,
Hyalosperma glutinosum,15,2,C,Velleia rosea,12,
Hyalosperma glutinosum,15,2,C,Waitzia acuminata,2,
Hyalosperma glutinosum,15,3,C,Cheilanthes austrotenuifolia,1,2%
Hyalosperma glutinosum,15,3,C,Chthonocephalus pseudevax,1,
Hyalosperma glutinosum,15,3,C,Crassula sp,9,
Hyalosperma glutinosum,15,3,C,Cuscuta campestris,1,on focal
Hyalosperma glutinosum,15,3,C,Podolepis canescens,3,
Hyalosperma glutinosum,15,3,C,Pogonolepis muelleriana,11,
Hyalosperma glutinosum,15,3,C,Ptilotus gaudichaudii,1,
Hyalosperma glutinosum,15,3,C,Trachymene cyanopetala,1,
Hyalosperma glutinosum,15,3,C,Velleia rosea,7,
Hyalosperma glutinosum,16,1,C,Brachyscome perpusilla,1,?
Hyalosperma glutinosum,16,1,C,Hyalosperma glutinosum,3,?
Hyalosperma glutinosum,16,1,C,Waitzia acuminata,2,
Hyalosperma glutinosum,16,2,C,Brachyscome perpusilla,13,?
Hyalosperma glutinosum,16,2,C,Hyalosperma glutinosum,4,?
Hyalosperma glutinosum,16,3,C,Brachyscome perpusilla,2,?
Hyalosperma glutinosum,16,3,C,Hyalosperma glutinosum,1,?
Hyalosperma glutinosum,16,3,C,Waitzia acuminata,3,
Medicago minima,1,1,C,Haloragis odontocarpa,2,
Medicago minima,1,1,C,Medicago minima,10,
Medicago minima,1,1,C,Ptilotus gaudichaudii,7,
Medicago minima,1,1,C,Velleia rosea,5,
Medicago minima,1,2,C,Calandrinia sp,1,
Medicago minima,1,2,C,Haloragis odontocarpa,2,
Medicago minima,1,2,C,Medicago minima,20,
Medicago minima,1,2,C,Ptilotus gaudichaudii,6,
Medicago minima,1,2,C,Velleia rosea,4,
Medicago minima,1,3,C,Calotis hispidula,2,
Medicago minima,1,3,C,Goodenia pusilliflora,3,
Medicago minima,1,3,C,Podolepis lessonii,1,
Medicago minima,1,3,C,Ptilotus gaudichaudii,1,
Medicago minima,1,3,C,Velleia rosea,20,
Medicago minima,2,1,C,Crassula sp,4,
Medicago minima,2,1,C,Hyalosperma glutinosum,9,
Medicago minima,2,1,C,Medicago minima,11,
Medicago minima,2,1,C,Podolepis canescens,5,
Medicago minima,2,1,C,Podolepis lessonii,1,
Medicago minima,2,1,C,Ptilotus gaudichaudii,1,
Medicago minima,2,1,C,unknown sp4 grass,3,GRASS sp. 2:04  31_8_2018
Medicago minima,2,2,C,Hyalosperma glutinosum,27,
Medicago minima,2,2,C,Podolepis canescens,2,
Medicago minima,2,3,C,Goodenia berardiana,4,
Medicago minima,2,3,C,Medicago minima,4,
Medicago minima,2,3,C,unknown sp4 grass,4,GRASS sp. 2:04  31_8_2018
Medicago minima,2,3,C,Waitzia acuminata,1,
Medicago minima,3,1,C,Crassula sp,2,
Medicago minima,3,1,C,Goodenia berardiana,4,
Medicago minima,3,1,C,Haloragis odontocarpa,3,
Medicago minima,3,1,C,Hyalosperma glutinosum,2,
Medicago minima,3,1,C,Medicago minima,18,
Medicago minima,3,1,C,Podolepis canescens,1,
Medicago minima,3,1,C,Ptilotus gaudichaudii,1,
Medicago minima,3,1,C,unknown sp4 grass,3,GRASS sp. 2:04  31_8_2018
Medicago minima,3,1,C,unknown sp8,2,LONG SKINNY VERTICAL BUD  11:30 am 3/9/18
Medicago minima,3,2,C,Crassula sp,3,
Medicago minima,3,2,C,Haloragis odontocarpa,1,
Medicago minima,3,2,C,Hyalosperma glutinosum,3,
Medicago minima,3,2,C,Medicago minima,42,
Medicago minima,3,2,C,Ptilotus gaudichaudii,4,
Medicago minima,3,2,C,unknown sp4 grass,2,GRASS sp. 2:04  31_8_2018
Medicago minima,3,3,C,Bulbine semibarbata,1,
Medicago minima,3,3,C,Crassula sp,5,
Medicago minima,3,3,C,Goodenia berardiana,1,
Medicago minima,3,3,C,Haloragis odontocarpa,3,
Medicago minima,3,3,C,Hyalosperma glutinosum,5,
Medicago minima,3,3,C,Medicago minima,10,
Medicago minima,3,3,C,Podolepis canescens,1,
Medicago minima,3,3,C,Podolepis lessonii,1,
Medicago minima,3,3,C,unknown sp4 grass,2,GRASS sp. 2:04  31_8_2018
Medicago minima,3,3,C,unknown sp8,1,LONG SKINNY VERTICAL BUD  11:30 am 3/9/18
Medicago minima,4,1,C,Calotis hispidula,1,
Medicago minima,4,1,C,Goodenia pusilliflora,1,
Medicago minima,4,1,C,Pogonolepis muelleriana,4,
Medicago minima,4,1,C,Ptilotus gaudichaudii,4,
Medicago minima,4,1,C,Schoenus nanus,2,
Medicago minima,4,1,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Medicago minima,4,2,C,Calandrinia sp,1,
Medicago minima,4,2,C,Calotis hispidula,3,
Medicago minima,4,2,C,Crassula sp,1,
Medicago minima,4,2,C,Medicago minima,2,
Medicago minima,4,2,C,Medicago polymorpha,4,
Medicago minima,4,2,C,Pogonolepis muelleriana,4,
Medicago minima,4,2,C,Ptilotus gaudichaudii,5,
Medicago minima,4,3,C,Calandrinia sp,4,
Medicago minima,4,3,C,Crassula sp,3,
Medicago minima,4,3,C,Goodenia pusilliflora,2,
Medicago minima,4,3,C,Medicago minima,3,
Medicago minima,4,3,C,Pentameris airoides,3,
Medicago minima,4,3,C,Podolepis canescens,2,
Medicago minima,4,3,C,Pogonolepis muelleriana,11,
Medicago minima,4,3,C,Ptilotus gaudichaudii,5,
Medicago minima,5,1,C,Bulbine semibarbata,1,
Medicago minima,5,1,C,Crassula sp,2,
Medicago minima,5,1,C,Medicago minima,1,
Medicago minima,5,1,C,Medicago polymorpha,1,
Medicago minima,5,1,C,Plantago debilis,1,
Medicago minima,5,1,C,Podolepis canescens,3,
Medicago minima,5,1,C,Ptilotus gaudichaudii,2,
Medicago minima,5,2,C,Crassula sp,2,
Medicago minima,5,2,C,Erodium cygnorum,1,
Medicago minima,5,2,C,Haloragis odontocarpa,5,
Medicago minima,5,2,C,Medicago minima,15,
Medicago minima,5,2,C,Ptilotus gaudichaudii,2,
Medicago minima,5,2,C,Sonchus oleraceus,2,
Medicago minima,5,2,C,Trachymene cyanopetala,1,
Medicago minima,5,3,C,Calandrinia sp,2,
Medicago minima,5,3,C,Crassula sp,4,
Medicago minima,5,3,C,Goodenia berardiana,4,
Medicago minima,5,3,C,Haloragis odontocarpa,6,
Medicago minima,5,3,C,Medicago minima,17,
Medicago minima,5,3,C,Medicago polymorpha,7,
Medicago minima,5,3,C,Ptilotus gaudichaudii,1,
Medicago minima,5,3,C,Sonchus oleraceus,1,
Medicago minima,6,1,C,Bulbine semibarbata,1,
Medicago minima,6,1,C,Goodenia berardiana,1,
Medicago minima,6,1,C,Medicago minima,18,
Medicago minima,6,1,C,Medicago polymorpha,1,
Medicago minima,6,1,C,Ptilotus gaudichaudii,3,
Medicago minima,6,1,C,Schoenus nanus,1,
Medicago minima,6,2,C,Goodenia berardiana,7,
Medicago minima,6,2,C,Medicago minima,23,
Medicago minima,6,2,C,Podolepis canescens,1,
Medicago minima,6,2,C,Sonchus oleraceus,1,
Medicago minima,6,3,C,Arctotheca calendula,1,
Medicago minima,6,3,C,Erodium cygnorum,1,
Medicago minima,6,3,C,Goodenia berardiana,1,
Medicago minima,6,3,C,Medicago minima,6,
Medicago minima,6,3,C,Medicago polymorpha,1,
Medicago minima,6,3,C,Podolepis canescens,1,
Medicago minima,6,3,C,Ptilotus gaudichaudii,2,
Medicago minima,6,3,C,Sonchus oleraceus,1,
Medicago minima,6,3,C,unknown sp4 grass,3,GRASS sp. 2:04  31_8_2018
Medicago minima,7,1,C,Medicago minima,1,
Medicago minima,7,1,C,Podolepis canescens,1,
Medicago minima,7,1,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Medicago minima,7,2,C,Bulbine semibarbata,2,
Medicago minima,7,2,C,Medicago minima,1,
Medicago minima,7,2,C,Nicotiana rotundifolia,2,
Medicago minima,7,2,C,unknown sp4 grass,2,GRASS sp. 2:04  31_8_2018
Medicago minima,7,3,C,Medicago polymorpha,1,
Medicago minima,7,3,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Medicago minima,8,1,C,Bulbine semibarbata,1,
Medicago minima,8,1,C,Haloragis odontocarpa,1,
Medicago minima,8,1,C,Medicago minima,1,
Medicago minima,8,1,C,Podolepis canescens,1,
Medicago minima,8,1,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Medicago minima,8,1,C,Waitzia acuminata,1,
Medicago minima,8,2,C,Bulbine semibarbata,1,
Medicago minima,8,2,C,Dichopogon sp.,1,
Medicago minima,8,2,C,Goodenia berardiana,1,
Medicago minima,8,2,C,Medicago minima,1,
Medicago minima,8,2,C,Podolepis canescens,1,
Medicago minima,8,3,C,Calandrinia sp,2,
Medicago minima,8,3,C,Crassula sp,1,
Medicago minima,8,3,C,Goodenia berardiana,2,
Medicago minima,9,1,C,NA,NA,
Medicago minima,9,2,C,NA,NA,
Medicago minima,9,3,C,NA,NA,
Medicago minima,10,1,C,Calandrinia sp,13,
Medicago minima,10,1,C,Crassula sp,14,
Medicago minima,10,1,C,Haloragis odontocarpa,3,
Medicago minima,10,1,C,Hypochaeris glabra,4,
Medicago minima,10,1,C,Lawrencella rosea,1,
Medicago minima,10,1,C,Medicago minima,11,
Medicago minima,10,1,C,Medicago polymorpha,4,
Medicago minima,10,1,C,Podolepis canescens,3,
Medicago minima,10,1,C,unknown sp21,2,UNK. SPP 1:35 12/9/18
Medicago minima,10,2,C,Calandrinia sp,2,
Medicago minima,10,2,C,Calotis hispidula,1,
Medicago minima,10,2,C,Cuscuta campestris,0,not on focal
Medicago minima,10,2,C,Haloragis odontocarpa,1,
Medicago minima,10,2,C,Medicago minima,7,
Medicago minima,10,2,C,Pentameris airoides,1,
Medicago minima,10,2,C,Podolepis canescens,10,
Medicago minima,10,2,C,Waitzia acuminata,1,
Medicago minima,10,3,C,Calandrinia sp,3,
Medicago minima,10,3,C,Cuscuta campestris,1,on focal
Medicago minima,10,3,C,Medicago minima,2,
Medicago minima,10,3,C,Medicago polymorpha,1,
Medicago minima,10,3,C,Podolepis canescens,2,
Medicago minima,10,3,C,Podolepis lessonii,2,
Medicago minima,10,3,C,unknown sp22,3,UNK. SPP 2:22 4_9_2018
Medicago minima,10,3,C,Waitzia acuminata,1,
Medicago minima,11,1,C,Calandrinia sp,1,
Medicago minima,11,1,C,Medicago minima,2,
Medicago minima,11,1,C,Podolepis lessonii,1,
Medicago minima,11,1,C,Ptilotus gaudichaudii,4,
Medicago minima,11,1,C,unknown sp8,1,LONG SKINNY VERTICAL BUD  11:30 am 3/9/18
Medicago minima,11,2,C,Goodenia berardiana,3,
Medicago minima,11,2,C,Haloragis odontocarpa,1,
Medicago minima,11,2,C,Lawrencella rosea,1,
Medicago minima,11,2,C,Medicago minima,1,
Medicago minima,11,2,C,Pentameris airoides,2,
Medicago minima,11,2,C,Podolepis lessonii,5,
Medicago minima,11,2,C,Ptilotus gaudichaudii,5,
Medicago minima,11,2,C,Stenopetalum filifolium,1,
Medicago minima,11,2,C,unknown sp3,1,FLAT FERN
Medicago minima,11,3,C,Daucus glochidiatus,1,
Medicago minima,11,3,C,Goodenia berardiana,3,
Medicago minima,11,3,C,Medicago minima,14,
Medicago minima,11,3,C,Ptilotus gaudichaudii,4,
Medicago minima,12,1,C,Goodenia berardiana,1,
Medicago minima,12,1,C,Medicago minima,2,
Medicago minima,12,1,C,Podolepis canescens,1,
Medicago minima,12,1,C,unknown sp3,1,FLAT FERN
Medicago minima,12,1,C,Velleia rosea,3,
Medicago minima,12,2,C,Calandrinia sp,1,
Medicago minima,12,2,C,Goodenia berardiana,2,
Medicago minima,12,2,C,Haloragis odontocarpa,1,
Medicago minima,12,2,C,Hypochaeris glabra,1,
Medicago minima,12,2,C,Medicago minima,2,
Medicago minima,12,2,C,Podolepis canescens,1,
Medicago minima,12,2,C,Velleia rosea,3,
Medicago minima,12,3,C,Calandrinia sp,5,
Medicago minima,12,3,C,Erodium cygnorum,1,
Medicago minima,12,3,C,Medicago minima,2,
Medicago minima,12,3,C,Pentameris airoides,1,
Medicago minima,12,3,C,Podolepis canescens,3,
Medicago minima,12,3,C,Ptilotus gaudichaudii,2,
Medicago minima,12,3,C,unknown sp4 grass,2,GRASS sp. 2:04  31_8_2018
Medicago minima,13,1,C,Calotis hispidula,1,
Medicago minima,13,1,C,Haloragis odontocarpa,1,
Medicago minima,13,1,C,Medicago minima,3,
Medicago minima,13,1,C,Velleia rosea,4,
Medicago minima,13,2,C,Cuscuta campestris,1,on focal
Medicago minima,13,2,C,Pentameris airoides,1,
Medicago minima,13,2,C,Velleia rosea,2,
Medicago minima,13,3,C,Calandrinia sp,1,
Medicago minima,13,3,C,Haloragis odontocarpa,4,
Medicago minima,13,3,C,Medicago polymorpha,1,
Medicago minima,13,3,C,Podolepis canescens,1,
Medicago minima,13,3,C,Velleia rosea,4,
Medicago minima,14,1,C,Calandrinia sp,4,
Medicago minima,14,1,C,Cuscuta campestris,1,on focal
Medicago minima,14,1,C,Haloragis odontocarpa,1,
Medicago minima,14,1,C,Medicago minima,1,
Medicago minima,14,1,C,Medicago polymorpha,5,
Medicago minima,14,1,C,Podolepis canescens,1,
Medicago minima,14,1,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Medicago minima,14,1,C,Velleia rosea,5,
Medicago minima,14,1,C,Waitzia acuminata,1,
Medicago minima,14,2,C,Crassula sp,15,
Medicago minima,14,2,C,Haloragis odontocarpa,8,
Medicago minima,14,2,C,Haloragus sp2,1,Haloragis 2.0 PHOTO 2:05 ISAAC 5_9_2018
Medicago minima,14,2,C,Medicago minima,5,
Medicago minima,14,2,C,Medicago polymorpha,2,
Medicago minima,14,2,C,Podolepis canescens,2,
Medicago minima,14,2,C,Ptilotus gaudichaudii,1,
Medicago minima,14,2,C,unknown sp4 grass,3,GRASS sp. 2:04  31_8_2018
Medicago minima,14,2,C,Velleia rosea,7,
Medicago minima,14,3,C,Crassula sp,10,
Medicago minima,14,3,C,Cuscuta campestris,1,on focal
Medicago minima,14,3,C,Haloragis odontocarpa,2,
Medicago minima,14,3,C,Schoenus nanus,3,
Medicago minima,14,3,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Medicago minima,14,3,C,Velleia rosea,7,
Medicago minima,15,1,C,Calandrinia sp,3,
Medicago minima,15,1,C,Crassula sp,1,
Medicago minima,15,1,C,Medicago minima,6,
Medicago minima,15,1,C,Nicotiana rotundifolia,2,
Medicago minima,15,1,C,Pentameris airoides,2,
Medicago minima,15,1,C,Podolepis canescens,4,
Medicago minima,15,1,C,Ptilotus gaudichaudii,1,
Medicago minima,15,1,C,Velleia rosea,1,
Medicago minima,15,2,C,NA,NA,
Medicago minima,15,3,C,Arctotheca calendula,4,
Medicago minima,15,3,C,Calandrinia sp,3,
Medicago minima,15,3,C,Cheilanthes austrotenuifolia,1,20%
Medicago minima,15,3,C,Crassula sp,2,
Medicago minima,15,3,C,Haloragis odontocarpa,2,
Medicago minima,15,3,C,Medicago minima,3,
Medicago minima,15,3,C,Podolepis canescens,1,
Medicago minima,15,3,C,Pogonolepis muelleriana,4,
Medicago minima,15,3,C,Ptilotus gaudichaudii,3,
Medicago minima,15,3,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Medicago minima,15,3,C,Velleia rosea,1,
Medicago minima,16,1,C,Bulbine semibarbata,1,
Medicago minima,16,1,C,Calandrinia sp,1,
Medicago minima,16,1,C,Crassula sp,1,
Medicago minima,16,1,C,Haloragis odontocarpa,3,
Medicago minima,16,1,C,Medicago minima,2,
Medicago minima,16,1,C,Nicotiana rotundifolia,1,
Medicago minima,16,1,C,Podolepis canescens,1,
Medicago minima,16,1,C,Ptilotus gaudichaudii,1,
Medicago minima,16,1,C,Velleia rosea,3,
Medicago minima,16,2,C,Calotis hispidula,1,
Medicago minima,16,2,C,Cuscuta campestris,1,on focal
Medicago minima,16,2,C,Daucus glochidiatus,2,
Medicago minima,16,2,C,Goodenia pusilliflora,2,
Medicago minima,16,2,C,Medicago minima,2,
Medicago minima,16,2,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Medicago minima,16,3,C,Goodenia berardiana,2,
Medicago minima,16,3,C,Goodenia pusilliflora,9,
Medicago minima,16,3,C,Haloragis odontocarpa,3,
Medicago minima,16,3,C,Medicago minima,6,
Medicago minima,16,3,C,Nicotiana rotundifolia,1,
Medicago minima,16,3,C,Podolepis canescens,2,
Medicago minima,16,3,C,Ptilotus gaudichaudii,1,
Medicago minima,16,3,C,unknown sp22,1,UNK. SPP 2:22 4_9_2018
Medicago minima,16,3,C,unknown sp4 grass,1,GRASS sp. 2:04  31_8_2018
Monoculus monstrosus,1,1,C,Bulbine semibarbata,3,
Monoculus monstrosus,1,1,C,Calandrinia sp,4,
Monoculus monstrosus,1,1,C,Crassula sp,25,
Monoculus monstrosus,1,1,C,Daucus glochidiatus,4,
Monoculus monstrosus,1,1,C,Haloragis odontocarpa,1,
Monoculus monstrosus,1,1,C,Medicago minima,9,
Monoculus monstrosus,1,1,C,Monoculus monstrosus,1,
Monoculus monstrosus,1,1,C,Pentameris airoides,1,
Monoculus monstrosus,1,1,C,Podolepis canescens,1,
Monoculus monstrosus,1,1,C,Ptilotus gaudichaudii,7,
Monoculus monstrosus,1,1,C,unknown sp4 grass,2,GRASS sp. 2:04  31_8_2018
Monoculus monstrosus,1,2,C,Calandrinia sp,17,
Monoculus monstrosus,1,2,C,Crassula sp,6,
Monoculus monstrosus,1,2,C,Daucus glochidiatus,1,
Monoculus monstrosus,1,2,C,Goodenia berardiana,4,
Monoculus monstrosus,1,2,C,Haloragis odontocarpa,2,
Monoculus monstrosus,1,2,C,Medicago minima,2,
Monoculus monstrosus,1,2,C,Ptilotus gaudichaudii,7,
Monoculus monstrosus,1,2,C,Trachymene cyanopetala,2,
Monoculus monstrosus,1,2,C,Waitzia acuminata,1,
Monoculus monstrosus,1,3,C,Calandrinia sp,2,
Monoculus monstrosus,1,3,C,Calotis hispidula,9,
Monoculus monstrosus,1,3,C,Crassula sp,7,
Monoculus monstrosus,1,3,C,Cuscuta campestris,1,on focal
Monoculus monstrosus,1,3,C,Daucus glochidiatus,2,
Monoculus monstrosus,1,3,C,Goodenia berardiana,1,
Monoculus monstrosus,1,3,C,Haloragis odontocarpa,1,
